,ID,Date,Block,Primary Type,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Community Areas,Wards
8958,11715961,06/08/2019 6:31:00 PM,0000X E GRAND AVE,DECEPTIVE PRACTICE,DEPARTMENT STORE,FALSE,FALSE,1834,18,42,8,,,2019,06/15/2019 4:06:36 PM,,,,
8959,11715913,06/08/2019 6:30:00 PM,030XX W FULTON BLVD,BATTERY,STREET,FALSE,FALSE,1222,12,27,27,,,2019,06/15/2019 4:06:36 PM,,,,
8960,11715914,06/08/2019 6:30:00 PM,0000X S CLARK ST,THEFT,RESTAURANT,FALSE,FALSE,112,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
8961,11715899,06/08/2019 6:30:00 PM,047XX W FIFTH AVE,PROSTITUTION,STREET,TRUE,FALSE,1131,11,24,25,,,2019,06/15/2019 4:06:36 PM,,,,
8963,11715776,06/08/2019 6:30:00 PM,002XX N CLARK ST,THEFT,STREET,FALSE,FALSE,122,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
8964,11715909,06/08/2019 6:30:00 PM,0000X S STATE ST,DECEPTIVE PRACTICE,SMALL RETAIL STORE,FALSE,FALSE,112,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
8966,11715872,06/08/2019 6:30:00 PM,001XX W 112TH PL,WEAPONS VIOLATION,RESIDENCE,TRUE,FALSE,522,5,34,49,,,2019,06/15/2019 4:06:36 PM,,,,
8967,11715749,06/08/2019 6:22:00 PM,051XX S WABASH AVE,NARCOTICS,VACANT LOT/LAND,TRUE,FALSE,225,2,3,40,,,2019,06/15/2019 4:06:36 PM,,,,
8968,11715837,06/08/2019 6:16:00 PM,047XX W HARRISON ST,WEAPONS VIOLATION,ALLEY,TRUE,FALSE,1131,11,24,25,,,2019,06/15/2019 4:06:36 PM,,,,
8970,11715803,06/08/2019 6:15:00 PM,002XX N STATE ST,CRIMINAL TRESPASS,HOTEL/MOTEL,TRUE,FALSE,111,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
8971,11718125,06/08/2019 6:15:00 PM,010XX N RUSH ST,THEFT,RESTAURANT,FALSE,FALSE,1824,18,42,8,,,2019,06/15/2019 4:06:36 PM,,,,
8972,11715655,06/08/2019 6:09:00 PM,048XX W NORTH AVE,THEFT,SMALL RETAIL STORE,FALSE,FALSE,2533,25,37,25,,,2019,06/15/2019 4:06:36 PM,,,,
8973,11716861,06/08/2019 6:05:00 PM,0000X W RANDOLPH ST,THEFT,RESTAURANT,FALSE,FALSE,111,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
8974,11715927,06/08/2019 6:01:00 PM,054XX W AUGUSTA BLVD,THEFT,APARTMENT,FALSE,FALSE,1524,15,37,25,,,2019,06/15/2019 4:06:36 PM,,,,
8975,11716549,06/08/2019 6:00:00 PM,055XX S INDIANA AVE,BURGLARY,APARTMENT,FALSE,FALSE,231,2,20,40,,,2019,06/15/2019 4:06:36 PM,,,,
8976,11722476,06/08/2019 6:00:00 PM,021XX W AUGUSTA BLVD,THEFT,STREET,FALSE,FALSE,1212,12,2,24,,,2019,06/15/2019 4:06:36 PM,,,,
8978,11730771,06/08/2019 6:00:00 PM,005XX W ROOSEVELT RD,THEFT,ATHLETIC CLUB,FALSE,FALSE,124,1,11,28,,,2019,06/22/2019 4:09:32 PM,,,,
8980,11717517,06/08/2019 6:00:00 PM,055XX N MONITOR AVE,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,1622,16,45,11,,,2019,06/15/2019 4:06:36 PM,,,,
8981,11733852,06/08/2019 6:00:00 PM,002XX N LA SALLE ST,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,122,1,42,32,,,2019,06/25/2019 4:19:57 PM,,,,
8983,11716308,06/08/2019 6:00:00 PM,044XX W ROOSEVELT RD,DECEPTIVE PRACTICE,SIDEWALK,FALSE,FALSE,1131,11,24,29,,,2019,06/15/2019 4:06:36 PM,,,,
8984,11715758,06/08/2019 6:00:00 PM,008XX N MICHIGAN AVE,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,1833,18,2,8,,,2019,06/15/2019 4:06:36 PM,,,,
8985,11717489,06/08/2019 6:00:00 PM,024XX W 55TH ST,BURGLARY,PARK PROPERTY,FALSE,FALSE,824,8,15,63,,,2019,06/15/2019 4:06:36 PM,,,,
8986,11718758,06/08/2019 6:00:00 PM,095XX S BENNETT AVE,THEFT,STREET,FALSE,FALSE,431,4,7,51,,,2019,06/15/2019 4:06:36 PM,,,,
8989,11715847,06/08/2019 5:45:00 PM,015XX S SPAULDING AVE,BATTERY,RESIDENCE,FALSE,TRUE,1022,10,24,29,,,2019,06/15/2019 4:06:36 PM,,,,
8991,11715808,06/08/2019 5:41:00 PM,020XX S PULASKI RD,BATTERY,CTA BUS STOP,FALSE,FALSE,1014,10,24,29,,,2019,06/15/2019 4:06:36 PM,,,,
8993,11715677,06/08/2019 5:40:00 PM,003XX E 79TH ST,DECEPTIVE PRACTICE,BARBERSHOP,FALSE,FALSE,623,6,6,44,,,2019,06/15/2019 4:06:36 PM,,,,
8995,11716080,06/08/2019 5:30:00 PM,047XX S TRIPP AVE,BURGLARY,RESIDENCE,FALSE,FALSE,815,8,14,57,,,2019,06/15/2019 4:06:36 PM,,,,
8996,11715726,06/08/2019 5:30:00 PM,027XX S KOMENSKY AVE,NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,1031,10,22,30,,,2019,06/15/2019 4:06:36 PM,,,,
8997,11715918,06/08/2019 5:21:00 PM,047XX W NORTH AVE,WEAPONS VIOLATION,STREET,TRUE,FALSE,2533,25,37,25,,,2019,06/15/2019 4:06:36 PM,,,,
8998,11715852,06/08/2019 5:20:00 PM,009XX W WILSON AVE,BATTERY,STREET,TRUE,FALSE,1914,19,46,3,,,2019,06/15/2019 4:06:36 PM,,,,
9000,11715727,06/08/2019 5:20:00 PM,007XX N RIDGEWAY AVE,BATTERY,RESIDENCE,FALSE,FALSE,1112,11,27,23,,,2019,06/15/2019 4:06:36 PM,,,,
9001,11715748,06/08/2019 5:20:00 PM,0000X N DEARBORN ST,THEFT,CTA TRAIN,FALSE,FALSE,112,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
9002,11715733,06/08/2019 5:15:00 PM,130XX S TORRENCE AVE,BATTERY,STREET,FALSE,TRUE,434,4,10,55,,,2019,06/15/2019 4:06:36 PM,,,,
9003,11715952,06/08/2019 5:15:00 PM,019XX N LINCOLN AVE,BATTERY,STREET,FALSE,FALSE,1814,18,43,7,,,2019,06/15/2019 4:06:36 PM,,,,
9005,11715693,06/08/2019 5:10:00 PM,018XX N CLYBOURN AVE,THEFT,DEPARTMENT STORE,FALSE,FALSE,1811,18,2,7,,,2019,06/15/2019 4:06:36 PM,,,,
9006,11715664,06/08/2019 5:10:00 PM,005XX N MICHIGAN AVE,THEFT,OTHER,FALSE,FALSE,1834,18,42,8,,,2019,06/15/2019 4:06:36 PM,,,,
9007,11717636,06/08/2019 5:00:00 PM,056XX N ARTESIAN AVE,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2011,20,40,2,,,2019,06/15/2019 4:06:36 PM,,,,
9008,11720544,06/08/2019 5:00:00 PM,001XX S COLUMBUS DR,THEFT,SIDEWALK,FALSE,FALSE,114,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
9011,11719581,06/08/2019 5:00:00 PM,082XX S ESCANABA AVE,BATTERY,STREET,FALSE,FALSE,423,4,7,46,,,2019,06/15/2019 4:06:36 PM,,,,
9013,11717687,06/08/2019 5:00:00 PM,056XX S ELIZABETH ST,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,713,7,16,67,,,2019,06/15/2019 4:06:36 PM,,,,
9014,11715741,06/08/2019 5:00:00 PM,079XX S MERRILL AVE,BATTERY,APARTMENT,FALSE,TRUE,414,4,8,46,,,2019,06/15/2019 4:06:36 PM,,,,
9015,11722777,06/08/2019 5:00:00 PM,031XX S MICHIGAN AVE,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,211,2,3,35,,,2019,06/15/2019 4:06:36 PM,,,,
9016,11715704,06/08/2019 5:00:00 PM,040XX N KEDZIE AVE,THEFT,GROCERY FOOD STORE,FALSE,FALSE,1724,17,33,16,,,2019,06/15/2019 4:06:36 PM,,,,
9017,11723555,06/08/2019 5:00:00 PM,050XX N ELSTON AVE,THEFT,SMALL RETAIL STORE,FALSE,FALSE,1712,17,39,14,,,2019,06/16/2019 4:11:27 PM,,,,
9019,11715761,06/08/2019 4:50:00 PM,0000X E ADAMS ST,BATTERY,SIDEWALK,FALSE,FALSE,112,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
9020,11715730,06/08/2019 4:50:00 PM,0000X W JACKSON BLVD,THEFT,PARK PROPERTY,FALSE,FALSE,113,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
9021,11715607,06/08/2019 4:50:00 PM,021XX N BISSELL ST,THEFT,STREET,FALSE,FALSE,1812,18,43,7,,,2019,06/15/2019 4:06:36 PM,,,,
9022,11715637,06/08/2019 4:46:00 PM,027XX N CLARK ST,THEFT,SMALL RETAIL STORE,FALSE,FALSE,1935,19,43,7,,,2019,06/15/2019 4:06:36 PM,,,,
9024,11715624,06/08/2019 4:45:00 PM,013XX N CLARK ST,THEFT,STREET,FALSE,FALSE,1824,18,2,8,,,2019,06/15/2019 4:06:36 PM,,,,
9028,11715834,06/08/2019 4:38:00 PM,041XX W 25TH ST,BATTERY,APARTMENT,FALSE,TRUE,1013,10,22,30,,,2019,06/15/2019 4:06:36 PM,,,,
9029,11715839,06/08/2019 4:38:00 PM,001XX W DIVISION ST,BATTERY,GROCERY FOOD STORE,FALSE,FALSE,1821,18,2,8,,,2019,06/15/2019 4:06:36 PM,,,,
9030,11715646,06/08/2019 4:37:00 PM,060XX S COTTAGE GROVE AVE,THEFT,GROCERY FOOD STORE,TRUE,FALSE,313,3,20,42,,,2019,06/15/2019 4:06:36 PM,,,,
9031,11716032,06/08/2019 4:35:00 PM,001XX W 111TH PL,BATTERY,SIDEWALK,FALSE,FALSE,522,5,34,49,,,2019,06/15/2019 4:06:36 PM,,,,
9033,11717622,06/08/2019 4:30:00 PM,007XX N ADA ST,BURGLARY,CONSTRUCTION SITE,FALSE,FALSE,1215,12,27,24,,,2019,06/15/2019 4:06:36 PM,,,,
9034,11715955,06/08/2019 4:30:00 PM,078XX S WESTERN AVE,THEFT,STREET,FALSE,FALSE,835,8,18,70,,,2019,06/15/2019 4:06:36 PM,,,,
9035,11715724,06/08/2019 4:30:00 PM,011XX W BELMONT AVE,THEFT,RESTAURANT,FALSE,FALSE,1933,19,44,6,,,2019,06/15/2019 4:06:36 PM,,,,
9039,11716866,06/08/2019 4:30:00 PM,002XX W NORTH AVE,THEFT,ATHLETIC CLUB,FALSE,FALSE,1814,18,2,7,,,2019,06/15/2019 4:06:36 PM,,,,
9042,11715701,06/08/2019 4:26:00 PM,017XX W HOWARD ST,THEFT,GROCERY FOOD STORE,TRUE,FALSE,2422,24,49,1,,,2019,06/15/2019 4:06:36 PM,,,,
9043,11715618,06/08/2019 4:22:00 PM,071XX S WESTERN AVE,CRIMINAL TRESPASS,CONVENIENCE STORE,TRUE,FALSE,832,8,18,66,,,2019,06/15/2019 4:06:36 PM,,,,
9044,11716623,06/08/2019 4:20:00 PM,105XX S INDIANA AVE,BATTERY,SIDEWALK,FALSE,TRUE,512,5,9,49,,,2019,06/15/2019 4:06:36 PM,,,,
9045,11716863,06/08/2019 4:15:00 PM,011XX W WAVELAND AVE,THEFT,SPORTS ARENA/STADIUM,FALSE,FALSE,1923,19,44,6,,,2019,06/15/2019 4:06:36 PM,,,,
9046,11715750,06/08/2019 4:15:00 PM,051XX N SHERIDAN RD,BATTERY,SIDEWALK,FALSE,FALSE,2024,20,48,3,,,2019,06/15/2019 4:06:36 PM,,,,
9047,11715978,06/08/2019 4:15:00 PM,005XX N UNION AVE,THEFT,STREET,FALSE,FALSE,1214,12,27,24,,,2019,06/15/2019 4:06:36 PM,,,,
9048,11715625,06/08/2019 4:15:00 PM,0000X E 112TH PL,THEFT,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,531,5,9,49,,,2019,06/15/2019 4:06:36 PM,,,,
9051,11715645,06/08/2019 4:00:00 PM,011XX S MORGAN ST,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1232,12,11,28,,,2019,06/15/2019 4:06:36 PM,,,,
9052,11727302,06/08/2019 4:00:00 PM,015XX S WABASH AVE,THEFT,APARTMENT,FALSE,FALSE,131,1,3,33,,,2019,06/19/2019 4:23:23 PM,,,,
9056,11715694,06/08/2019 4:00:00 PM,007XX N RUSH ST,THEFT,RESTAURANT,FALSE,FALSE,1833,18,42,8,,,2019,06/15/2019 4:06:36 PM,,,,
9057,11722286,06/08/2019 4:00:00 PM,064XX N SHERIDAN RD,THEFT,APARTMENT,FALSE,FALSE,2432,24,49,1,,,2019,06/15/2019 4:06:36 PM,,,,
9059,11718326,06/08/2019 4:00:00 PM,061XX N FAIRFIELD AVE,THEFT,STREET,FALSE,FALSE,2413,24,40,2,,,2019,06/15/2019 4:06:36 PM,,,,
9065,11716294,06/08/2019 4:00:00 PM,060XX N FAIRFIELD AVE,THEFT,STREET,FALSE,FALSE,2413,24,40,2,,,2019,06/15/2019 4:06:36 PM,,,,
9067,11715818,06/08/2019 4:00:00 PM,008XX W GARFIELD BLVD,BATTERY,STREET,TRUE,TRUE,934,9,20,61,,,2019,06/15/2019 4:06:36 PM,,,,
9070,11715763,06/08/2019 3:49:00 PM,072XX N CLAREMONT AVE,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,2411,24,50,2,,,2019,06/15/2019 4:06:36 PM,,,,
9071,11715587,06/08/2019 3:45:00 PM,0000X E ONTARIO ST,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1834,18,42,8,,,2019,06/15/2019 4:06:36 PM,,,,
9072,11715579,06/08/2019 3:45:00 PM,056XX W CHICAGO AVE,THEFT,SMALL RETAIL STORE,FALSE,FALSE,1511,15,29,25,,,2019,06/15/2019 4:06:36 PM,,,,
9073,11715620,06/08/2019 3:43:00 PM,017XX W FULLERTON AVE,THEFT,DEPARTMENT STORE,FALSE,FALSE,1811,18,32,7,,,2019,06/15/2019 4:06:36 PM,,,,
9074,11715575,06/08/2019 3:40:00 PM,002XX E ONTARIO ST,THEFT,RESTAURANT,FALSE,FALSE,1834,18,42,8,,,2019,06/15/2019 4:06:36 PM,,,,
9076,11715650,06/08/2019 3:40:00 PM,126XX S MICHIGAN AVE,BATTERY,STREET,FALSE,TRUE,532,5,9,53,,,2019,06/15/2019 4:06:36 PM,,,,
9079,11715598,06/08/2019 3:34:00 PM,019XX E 79TH ST,BATTERY,SIDEWALK,TRUE,FALSE,414,4,8,46,,,2019,06/15/2019 4:06:36 PM,,,,
9080,11715619,06/08/2019 3:32:00 PM,034XX W FULLERTON AVE,BATTERY,CTA BUS,FALSE,FALSE,1413,14,35,22,,,2019,06/15/2019 4:06:36 PM,,,,
9081,11717474,06/08/2019 3:30:00 PM,004XX S KOSTNER AVE,THEFT,STREET,FALSE,TRUE,1131,11,28,26,,,2019,06/15/2019 4:06:36 PM,,,,
9082,11715891,06/08/2019 3:30:00 PM,052XX W JACKSON BLVD,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1522,15,29,25,,,2019,06/15/2019 4:06:36 PM,,,,
9083,11715603,06/08/2019 3:30:00 PM,002XX N COLUMBUS DR,THEFT,CONVENIENCE STORE,FALSE,FALSE,114,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
9085,11716239,06/08/2019 3:30:00 PM,016XX N WELLS ST,THEFT,SIDEWALK,FALSE,FALSE,1814,18,2,7,,,2019,06/15/2019 4:06:36 PM,,,,
9086,11715601,06/08/2019 3:27:00 PM,009XX W 63RD PKWY,BATTERY,RESIDENCE,TRUE,FALSE,712,7,16,68,,,2019,06/15/2019 4:06:36 PM,,,,
9087,11715590,06/08/2019 3:21:00 PM,105XX S EDBROOKE AVE,WEAPONS VIOLATION,STREET,FALSE,FALSE,512,5,9,49,,,2019,06/15/2019 4:06:36 PM,,,,
9088,11715632,06/08/2019 3:20:00 PM,064XX N SHERIDAN RD,THEFT,DEPARTMENT STORE,TRUE,FALSE,2432,24,49,1,,,2019,06/15/2019 4:06:36 PM,,,,
9089,11715610,06/08/2019 3:20:00 PM,027XX W 22ND PL,NARCOTICS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1034,10,12,30,,,2019,06/15/2019 4:06:36 PM,,,,
9090,11715765,06/08/2019 3:16:00 PM,001XX S STATE ST,THEFT,DEPARTMENT STORE,FALSE,FALSE,112,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
9092,11717630,06/08/2019 3:10:00 PM,050XX N PULASKI RD,THEFT,GROCERY FOOD STORE,FALSE,FALSE,1712,17,39,14,,,2019,06/15/2019 4:06:36 PM,,,,
9093,11715592,06/08/2019 3:10:00 PM,002XX S MICHIGAN AVE,THEFT,RESTAURANT,FALSE,FALSE,113,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
9094,11715544,06/08/2019 3:10:00 PM,001XX N STATE ST,THEFT,RESTAURANT,FALSE,FALSE,111,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
9096,11715631,06/08/2019 3:09:00 PM,044XX N BROADWAY,THEFT,DEPARTMENT STORE,TRUE,FALSE,1913,19,46,3,,,2019,06/15/2019 4:06:36 PM,,,,
9097,11715718,06/08/2019 3:07:00 PM,021XX N MENARD AVE,BURGLARY,RESIDENCE,FALSE,FALSE,2515,25,36,19,,,2019,06/15/2019 4:06:36 PM,,,,
9099,11715700,06/08/2019 3:03:00 PM,002XX S SPRINGFIELD AVE,BATTERY,SIDEWALK,TRUE,FALSE,1122,11,28,26,,,2019,06/15/2019 4:06:36 PM,,,,
9100,11717338,06/08/2019 3:00:00 PM,0000X W M13 ST,BATTERY,AIRCRAFT,FALSE,FALSE,1655,16,41,76,,,2019,06/15/2019 4:06:36 PM,,,,
9101,11716848,06/08/2019 3:00:00 PM,005XX N STATE ST,THEFT,CTA TRAIN,FALSE,FALSE,1834,18,42,8,,,2019,06/15/2019 4:06:36 PM,,,,
9102,11716389,06/08/2019 3:00:00 PM,031XX N RACINE AVE,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,1933,19,44,6,,,2019,06/15/2019 4:06:36 PM,,,,
9110,11719894,06/08/2019 3:00:00 PM,006XX W 62ND ST,THEFT,APARTMENT,FALSE,FALSE,711,7,16,68,,,2019,06/15/2019 4:06:36 PM,,,,
9111,11716858,06/08/2019 3:00:00 PM,011XX N HOWE ST,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1822,18,27,8,,,2019,06/15/2019 4:06:36 PM,,,,
9112,11715547,06/08/2019 3:00:00 PM,119XX S PARNELL AVE,THEFT,SIDEWALK,FALSE,FALSE,524,5,34,53,,,2019,06/15/2019 4:06:36 PM,,,,
9113,11721325,06/08/2019 3:00:00 PM,051XX W 55TH ST,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,814,8,23,56,,,2019,06/15/2019 4:06:36 PM,,,,
9114,11715831,06/08/2019 2:58:00 PM,027XX W 12TH PL,BATTERY,APARTMENT,FALSE,TRUE,1023,10,28,29,,,2019,06/15/2019 4:06:36 PM,,,,
9115,11715597,06/08/2019 2:58:00 PM,093XX S COLFAX AVE,WEAPONS VIOLATION,STREET,TRUE,FALSE,423,4,7,48,,,2019,06/15/2019 4:06:36 PM,,,,
9119,11715828,06/08/2019 2:52:00 PM,042XX W FIFTH AVE,BATTERY,RESIDENCE,FALSE,TRUE,1132,11,24,26,,,2019,06/15/2019 4:06:36 PM,,,,
9120,11715580,06/08/2019 2:51:00 PM,001XX S CLINTON ST,DECEPTIVE PRACTICE,RESTAURANT,FALSE,FALSE,121,1,42,28,,,2019,06/15/2019 4:06:36 PM,,,,
9121,11715554,06/08/2019 2:46:00 PM,038XX W ROOSEVELT RD,CRIMINAL TRESPASS,CONVENIENCE STORE,TRUE,FALSE,1011,10,24,29,,,2019,06/15/2019 4:06:36 PM,,,,
9124,11715745,06/08/2019 2:30:00 PM,088XX S EAST END AVE,THEFT,RESIDENCE,FALSE,FALSE,412,4,8,48,,,2019,06/15/2019 4:06:36 PM,,,,
9125,11715697,06/08/2019 2:30:00 PM,031XX N LONG AVE,BATTERY,APARTMENT,TRUE,FALSE,2514,25,30,19,,,2019,06/15/2019 4:06:36 PM,,,,
9127,11718504,06/08/2019 2:30:00 PM,010XX S MONITOR AVE,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,1513,15,29,25,,,2019,06/15/2019 4:06:36 PM,,,,
9128,11715696,06/08/2019 2:30:00 PM,002XX N HOMAN AVE,THEFT,PARK PROPERTY,FALSE,FALSE,1123,11,28,27,,,2019,06/15/2019 4:06:36 PM,,,,
9130,11715777,06/08/2019 2:30:00 PM,0000X E WASHINGTON ST,THEFT,RESTAURANT,FALSE,FALSE,111,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
9131,11718796,06/08/2019 2:30:00 PM,043XX W 25TH PL,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1013,10,22,30,,,2019,06/15/2019 4:06:36 PM,,,,
9132,11715523,06/08/2019 2:24:00 PM,069XX S CREGIER AVE,BATTERY,APARTMENT,FALSE,FALSE,332,3,5,43,,,2019,06/15/2019 4:06:36 PM,,,,
9134,11715558,06/08/2019 2:23:00 PM,027XX N LEHMANN CT,BATTERY,APARTMENT,FALSE,TRUE,1935,19,43,7,,,2019,06/15/2019 4:06:36 PM,,,,
9135,11715613,06/08/2019 2:22:00 PM,019XX S CANALPORT AVE,BATTERY,SIDEWALK,FALSE,TRUE,1235,12,11,31,,,2019,06/15/2019 4:06:36 PM,,,,
9136,11715515,06/08/2019 2:20:00 PM,008XX E 81ST ST,NARCOTICS,STREET,TRUE,FALSE,631,6,8,44,,,2019,06/15/2019 4:06:36 PM,,,,
9137,11715623,06/08/2019 2:20:00 PM,081XX S MAY ST,THEFT,APARTMENT,FALSE,TRUE,613,6,21,71,,,2019,06/15/2019 4:06:36 PM,,,,
9138,11715672,06/08/2019 2:20:00 PM,061XX N DAMEN AVE,BATTERY,APARTMENT,FALSE,TRUE,2413,24,40,2,,,2019,06/15/2019 4:06:36 PM,,,,
9141,11715583,06/08/2019 2:15:00 PM,095XX S COTTAGE GROVE AVE,BATTERY,SIDEWALK,FALSE,FALSE,511,5,9,50,,,2019,06/15/2019 4:06:36 PM,,,,
9143,11716280,06/08/2019 2:13:00 PM,066XX S RACINE AVE,BATTERY,SIDEWALK,FALSE,FALSE,724,7,17,67,,,2019,06/15/2019 4:06:36 PM,,,,
9144,11715570,06/08/2019 2:12:00 PM,046XX S VINCENNES AVE,NARCOTICS,ALLEY,TRUE,FALSE,221,2,3,38,,,2019,06/15/2019 4:06:36 PM,,,,
9146,11715549,06/08/2019 2:09:00 PM,076XX S COTTAGE GROVE AVE,THEFT,GAS STATION,FALSE,FALSE,624,6,6,69,,,2019,06/15/2019 4:06:36 PM,,,,
9147,11715487,06/08/2019 2:07:00 PM,011XX S DELANO CT E,THEFT,DEPARTMENT STORE,FALSE,FALSE,123,1,25,32,,,2019,06/15/2019 4:06:36 PM,,,,
9148,11720580,06/08/2019 2:05:00 PM,003XX E 43RD ST,THEFT,CTA TRAIN,FALSE,FALSE,213,2,3,38,,,2019,06/15/2019 4:06:36 PM,,,,
9149,11721508,06/08/2019 2:00:00 PM,059XX N LINCOLN AVE,THEFT,RESIDENCE-GARAGE,FALSE,FALSE,2011,20,40,2,,,2019,06/15/2019 4:06:36 PM,,,,
9150,11725657,06/08/2019 2:00:00 PM,008XX N WINCHESTER AVE,THEFT,RESIDENCE-GARAGE,FALSE,FALSE,1212,12,1,24,,,2019,06/18/2019 4:15:10 PM,,,,
9151,11717911,06/08/2019 2:00:00 PM,005XX E 89TH PL,THEFT,STREET,FALSE,FALSE,633,6,9,44,,,2019,06/15/2019 4:06:36 PM,,,,
9152,11717813,06/08/2019 2:00:00 PM,067XX S WABASH AVE,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,322,3,6,69,,,2019,06/15/2019 4:06:36 PM,,,,
9156,11717590,06/08/2019 2:00:00 PM,017XX W BALMORAL AVE,CRIMINAL TRESPASS,STREET,FALSE,FALSE,2012,20,40,77,,,2019,06/15/2019 4:06:36 PM,,,,
9157,11715577,06/08/2019 2:00:00 PM,0000X E GRAND AVE,DECEPTIVE PRACTICE,DEPARTMENT STORE,FALSE,FALSE,1834,18,42,8,,,2019,06/15/2019 4:06:36 PM,,,,
9158,11715660,06/08/2019 1:57:00 PM,035XX S MOZART ST,BATTERY,STREET,FALSE,FALSE,911,9,12,58,,,2019,06/15/2019 4:06:36 PM,,,,
9159,11716277,06/08/2019 1:55:00 PM,087XX S PAULINA ST,BATTERY,STREET,FALSE,TRUE,2221,22,21,71,,,2019,06/15/2019 4:06:36 PM,,,,
9160,11715559,06/08/2019 1:52:00 PM,103XX S WENTWORTH AVE,CRIMINAL TRESPASS,STREET,TRUE,FALSE,512,5,34,49,,,2019,06/15/2019 4:06:36 PM,,,,
9161,11715548,06/08/2019 1:45:00 PM,0000X N MICHIGAN AVE,THEFT,RESTAURANT,FALSE,FALSE,112,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
9164,11715551,06/08/2019 1:41:00 PM,007XX E 47TH ST,THEFT,SMALL RETAIL STORE,TRUE,FALSE,223,2,4,38,,,2019,06/15/2019 4:06:36 PM,,,,
9166,11716274,06/08/2019 1:33:00 PM,010XX W 111TH ST,BATTERY,OTHER,FALSE,FALSE,2234,22,34,75,,,2019,06/15/2019 4:06:36 PM,,,,
9169,11715673,06/08/2019 1:30:00 PM,063XX N FAIRFIELD AVE,BURGLARY,RESIDENCE,FALSE,FALSE,2413,24,50,2,,,2019,06/15/2019 4:06:36 PM,,,,
9171,11720354,06/08/2019 1:30:00 PM,003XX W HUBBARD ST,THEFT,RESTAURANT,FALSE,FALSE,1831,18,42,8,,,2019,06/15/2019 4:06:36 PM,,,,
9172,11716440,06/08/2019 1:30:00 PM,053XX N BROADWAY,DECEPTIVE PRACTICE,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,2013,20,48,77,,,2019,06/15/2019 4:06:36 PM,,,,
9173,11715683,06/08/2019 1:30:00 PM,022XX N CANNON DR,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1814,18,43,7,,,2019,06/15/2019 4:06:36 PM,,,,
9174,11715800,06/08/2019 1:27:00 PM,009XX N Michigan Ave,THEFT,DEPARTMENT STORE,FALSE,FALSE,1833,18,2,8,,,2019,06/15/2019 4:06:36 PM,,,,
9175,11715576,06/08/2019 1:20:00 PM,021XX W PETERSON AVE,THEFT,OTHER,TRUE,FALSE,2413,24,40,2,,,2019,06/15/2019 4:06:36 PM,,,,
9179,11715504,06/08/2019 1:15:00 PM,043XX N DAYTON ST,BATTERY,APARTMENT,FALSE,TRUE,1915,19,46,3,,,2019,06/15/2019 4:06:36 PM,,,,
9182,11733826,06/08/2019 1:00:00 PM,039XX W 74TH ST,THEFT,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,833,8,13,70,,,2019,06/25/2019 4:19:57 PM,,,,
9185,11726156,06/08/2019 1:00:00 PM,047XX S CALUMET AVE,BATTERY,APPLIANCE STORE,FALSE,TRUE,224,2,3,38,,,2019,06/18/2019 4:15:10 PM,,,,
